Gene_ID	Healthy_012	Healthy_011	Healthy_015	Healthy_013	AcneInversa_ROS11E	AcneInversa_ROS8C1	AcneInversa_ROS4D1
Group	Healthy	Healthy	Healthy	Healthy	Acne_Inversa	Acne_Inversa	Acne_Inversa
ENSG00000227232	0.65205	1.28727	0.941668	1.28727	0	1.20508	0.709973
ENSG00000233750	0.825821	1.90412	0.709973	0.594126	0.941668	1.44666	1.47854
ENSG00000268903	1.64065	0.594126	0.941668	1.28727	1.69274	2.5067	3.1007
ENSG00000269981	1.12288	0.941668	1.53646	0.594126	2.0309	1.44666	3.08258
ENSG00000241860	2.68864	0.594126	1.53646	1.6146	2.06278	2.22936	3.12896
ENSG00000279457	2.31012	2.48625	3.08922	3.12896	2.39632	2.14158	3.11796
ENSG00000228463	1.86302	1.35103	0.941668	1.73678	0	0.709973	1.47854
ENSG00000225630	5.24023	4.67289	4.85132	4.7127	4.49095	4.43902	4.70256
ENSG00000237973	3.73391	4.10582	3.93153	3.73712	3.29079	3.50569	4.03297
ENSG00000229344	1.64065	0.941668	7.01173	0.65205	0.594126	0.099021	2.12653
ENSG00000248527	5.78921	5.70214	5.7597	5.5588	5.50599	5.4519	5.73302
ENSG00000198744	1.8821	2.12653	1.69274	0.65205	0	1.28727	1.84394
ENSG00000229376	1.44666	1.38291	0.941668	1.35103	1.35103	1.20508	1.47854
ENSG00000228327	2.32255	2.5067	3.15194	2.7567	3.11213	3.32371	3.86364
ENSG00000237491	3.97893	3.96646	3.69293	4.07125	3.72437	3.9419	4.35472
ENSG00000230092	2.0309	2.33498	2.44037	3.04031	2.95052	2.32255	2.74804
ENSG00000177757	2.93583	3.36896	3.46258	3.20541	2.90189	3.13479	3.24622
ENSG00000228794	4.73209	4.82697	4.87502	4.98508	4.82577	4.65698	5.04237
ENSG00000225880	2.44037	2.66259	2.96352	2.40776	2.39632	2.90853	1.80285
ENSG00000230368	1.44666	0.941668	1.53646	0.65205	0.941668	1.20508	0.941668
ENSG00000230699	2.32255	2.33498	2.44037	1.16398	1.84394	2.0309	0.941668
ENSG00000223764	2.0309	3.11213	3.12896	2.66259	2.12653	2.88759	2.2965
ENSG00000187634	3.75193	2.93583	3.28578	2.92948	2.98321	3.96176	4.31764
ENSG00000188976	6.69853	6.74523	6.66722	6.56008	6.51056	6.55484	5.95425
ENSG00000187961	4.7164	5.04155	5.40019	5.05879	5.18305	5.51267	4.79572
ENSG00000187583	5.99526	5.85854	6.52003	6.18576	5.26422	5.60082	4.06428
ENSG00000187642	4.33978	4.52806	4.81054	4.86027	3.67636	4.12869	2.2965
ENSG00000272512	2.72349	3.73712	4.28273	4.77013	2.88759	3.62616	0.941668
ENSG00000188290	4.58461	4.19138	4.76247	4.94376	3.97135	4.12272	3.58076
ENSG00000187608	3.81106	3.29079	3.85315	4.22946	5.27944	5.18946	5.69347
ENSG00000224969	0	0	1.20508	1.66669	1.41478	0.709973	0.941668
ENSG00000188157	7.29451	7.41726	7.62269	7.45921	7.13925	7.66619	6.56924
ENSG00000217801	2.22936	2.74804	3.12896	3.20541	2.39632	2.78913	2.0309
ENSG00000237330	3.97135	3.83648	4.12869	4.0621	3.42958	2.87278	0.941668
ENSG00000131591	5.74124	5.67954	6.07203	5.85125	5.41768	5.56034	5.21213
ENSG00000223823	0.825821	0	1.08179	0.594126	0.594126	1.20508	2.34641
ENSG00000207730	1.86302	1.6146	1.86302	2.12653	0	1.20508	0.941668
ENSG00000207607	2.0309	2.40776	2.68864	1.66669	0	1.69274	0.941668
ENSG00000198976	2.83606	1.86302	2.58731	2.12653	1.28727	1.84394	0.941668
ENSG00000272141	4.24439	4.17742	4.6171	4.1795	3.2764	3.48258	0.941668
ENSG00000205231	1.12288	1.86302	2.44037	1.35103	1.44666	1.69274	1.7588
ENSG00000162571	3.4131	3.49063	3.404	3.11213	2.48625	2.2965	2.12653
ENSG00000186891	4.10371	4.33978	5.12056	4.52374	4.44337	4.7753	4.24077
ENSG00000186827	2.44037	2.31012	2.77364	2.5067	4.91605	4.83006	5.00065
ENSG00000078808	7.09695	7.23458	7.32077	7.15257	7.24153	7.47468	7.18714
ENSG00000176022	5.21281	5.29176	5.44753	5.2292	5.51729	5.44753	5.70162
ENSG00000184163	4.28098	3.86898	3.97135	3.95893	3.15194	2.87278	2.34641
ENSG00000260179	2.48625	2.88759	2.39632	2.62683	2.33498	2.74804	2.34641
ENSG00000160087	6.21748	6.25157	6.30727	6.20028	6.13797	6.37076	6.2556
ENSG00000230415	2.93583	2.64471	2.18708	2.5067	2.62683	2.58731	2.32255
ENSG00000162572	4.36975	4.32622	4.52509	4.55543	4.43902	4.93181	4.36155
ENSG00000131584	7.8162	7.91716	8.14695	8.02135	7.28216	7.76488	6.61598
ENSG00000169972	5.46021	5.57442	5.63138	5.45738	4.94005	5.34112	4.93665
ENSG00000127054	7.07633	7.20037	7.2584	7.24625	6.94156	7.17083	6.61484
ENSG00000240731	3.81388	3.89278	3.94936	3.83906	3.404	3.63994	3.34174
ENSG00000224051	5.81942	6.00324	6.14816	5.99558	5.41824	6.03045	5.79705
ENSG00000169962	4.55543	4.70256	4.66066	4.76359	4.93272	6.02738	5.65842
ENSG00000107404	6.80847	6.87256	7.11993	6.92485	6.26073	6.80688	6.17913
ENSG00000162576	6.75469	6.8756	6.92485	6.92784	7.7796	7.72387	7.56929
ENSG00000175756	6.07585	6.09611	6.24445	6.04708	5.83706	6.19654	6.30984
ENSG00000221978	7.95024	8.01366	7.99527	7.99259	7.84574	7.95802	7.44749
ENSG00000224870	5.47363	5.46075	5.44521	5.40524	5.30088	5.57587	5.37789
ENSG00000242485	5.89162	5.97297	5.95322	5.89659	5.73127	5.8986	6.06161
ENSG00000272455	3.1952	3.71151	3.59817	3.82755	3.62254	3.34174	3.42958
ENSG00000235098	4.23893	4.43902	4.53884	4.17553	4.12478	4.25373	3.93901
ENSG00000225905	1.44666	0.941668	1.28727	1.31915	0	1.69274	0.941668
ENSG00000225285	2.89492	2.87278	3.11796	2.20213	2.48625	2.5067	2.5067
ENSG00000179403	6.21287	6.54785	6.2652	5.93563	6.41092	6.57504	6.58991
ENSG00000215915	2.85809	3.11796	2.99689	2.20213	2.89492	3.62616	2.90189
ENSG00000160072	6.18426	6.21774	6.23836	6.38171	6.2945	6.26941	5.81282
ENSG00000197785	5.26692	5.37965	5.35324	5.29238	5.37253	5.54703	5.31911
ENSG00000205090	2.98321	1.84394	2.56824	2.89492	2.64471	2.7567	2.58731
ENSG00000160075	6.83569	6.97526	6.92067	6.70441	6.70561	6.72803	6.79737
ENSG00000215014	2.21574	2.39632	2.32255	2.58731	1.56251	2.12653	3.12896
ENSG00000228594	4.70256	4.98508	5.02566	4.77333	4.19138	4.73209	4.41912
ENSG00000272106	4.19711	4.25555	4.31933	4.53755	3.89526	4.01675	3.64975
ENSG00000197530	6.83244	6.77708	7.15761	6.96051	6.67816	7.13135	6.37636
ENSG00000189409	1.6146	1.84394	1.12288	2.14158	2.32255	2.96352	2.6985
ENSG00000248333	4.85132	5.03054	4.98329	5.07905	5.19878	5.39073	5.13656
ENSG00000189339	6.3386	6.95377	6.9311	6.58699	6.67129	6.84498	6.84003
ENSG00000269737	4.1432	4.53618	4.37462	4.33978	4.41912	4.60177	4.55803
ENSG00000008128	3.2764	3.36896	3.47413	3.72437	3.47804	4.38906	3.39973
ENSG00000268575	3.49063	3.86898	4.15951	4.04205	4.08446	3.83906	3.86364
ENSG00000227775	5.10354	5.10887	4.97724	4.93556	4.65459	5.18082	5.25097
ENSG00000215790	4.38273	4.40335	4.28783	4.15951	4.00965	4.35149	4.19138
ENSG00000008130	6.68411	6.68093	6.4915	6.46168	6.7102	6.94561	7.01198
ENSG00000078369	7.79046	7.81786	7.87689	7.82562	7.89588	7.9491	8.08954
ENSG00000231050	2.48625	2.31012	2.64471	2.11148	2.38489	2.0309	1.47854
ENSG00000169885	3.17853	3.29079	3.04031	3.404	2.34641	3.22084	1.7588
ENSG00000178821	2.84303	2.4518	2.88759	2.44037	1.44666	1.31915	1.995
ENSG00000142609	1.6146	0.941668	1.64065	1.6146	0.941668	2.0309	1.7588
ENSG00000187730	1.66669	2.12653	2.32255	2.44037	1.92319	2.0309	0.941668
ENSG00000067606	5.67954	5.59989	5.86796	5.6892	5.08755	5.27216	4.77013
ENSG00000271806	3.67335	3.75193	3.63602	3.73391	3.05311	3.29533	2.72349
ENSG00000182873	3.62254	3.58076	3.82755	3.66991	3.5911	3.35148	3.11796
ENSG00000162585	5.6397	5.77053	6.03592	5.6594	5.72296	5.82289	6.00588
ENSG00000234396	0.099021	0.941668	1.97817	1.28727	1.28727	1.20508	1.47854
ENSG00000157933	7.31497	7.34199	7.53098	7.61082	7.3932	7.48087	7.41485
ENSG00000116151	5.62635	5.78053	5.92308	5.74906	5.11816	5.29041	4.61585
ENSG00000269896	3.42958	3.24622	4.03035	3.66991	2.74804	3.35148	3.21544
ENSG00000272420	2.5067	1.995	2.21574	1.97817	0.941668	1.8821	1.47854
ENSG00000157916	7.05919	7.15158	7.10949	6.98934	6.98663	7.01919	6.88577
ENSG00000157911	6.6903	7.09381	6.33681	5.77053	5.08538	5.04155	4.8962
ENSG00000149527	7.31603	7.3237	7.85705	7.46098	6.71493	6.48019	5.39715
ENSG00000224387	3.31449	3.88514	4.00965	2.90853	2.61625	2.90189	1.92319
ENSG00000229393	3.91923	3.90859	4.22946	3.34174	2.68864	3.07114	1.7588
ENSG00000157881	5.59263	5.66189	5.80898	5.79188	5.85854	5.9942	5.65632
ENSG00000197921	3.1952	3.42544	3.79366	3.79366	1.97817	2.68864	1.7588
ENSG00000272449	2.97049	3.07114	3.82755	3.47413	3.12896	3.21544	3.35148
ENSG00000238164	3.36896	3.63602	3.63602	3.47413	4.79243	4.91605	4.63106
ENSG00000157873	6.42155	6.386	6.77423	6.62383	7.18574	7.38994	7.23717
ENSG00000225931	1.86302	0.941668	1.47854	1.16398	1.96134	2.87278	2.11148
ENSG00000228037	2.44037	2.21574	2.58731	2.11148	2.73215	2.87278	2.90853
ENSG00000157870	4.82697	4.95474	4.85929	4.70932	4.98771	5.34648	5.27346
ENSG00000142606	1.86302	1.86302	2.8274	1.16398	1.96134	1.8821	1.47854
ENSG00000215912	3.26596	3.56238	3.38703	3.08258	3.79633	4.17553	4.23161
ENSG00000177133	2.92948	2.71532	2.58731	2.53773	2.22936	2.65337	2.35884
ENSG00000142611	3.07698	3.37336	3.29533	3.24154	3.72437	3.43372	3.72437
ENSG00000279839	1.44666	1.64065	1.7588	0.198042	1.58855	1.20508	1.47854
ENSG00000272235	2.32255	1.92319	1.78082	1.16398	2.15841	2.0309	1.7588
ENSG00000130762	5.54648	5.73587	5.57007	5.24943	4.74796	5.47043	3.15194
ENSG00000272088	2.87278	2.58731	2.97049	3.08258	2.47482	1.86302	2.11148
ENSG00000162591	7.91822	7.75444	8.24611	8.02371	7.8314	7.85705	6.50446
ENSG00000238260	0.65205	1.35103	2.18708	1.20508	2.14158	1.47854	2.0309
ENSG00000158109	6.32943	6.53644	6.41765	6.33883	5.84878	6.04438	6.09758
ENSG00000116213	5.51529	5.63834	5.65097	5.60602	5.60556	5.90362	5.71152
ENSG00000078900	5.50443	5.5256	5.51644	5.26881	4.93181	5.47647	4.22946
ENSG00000227589	1.20508	0.594126	1.12288	0.099021	1.58855	1.28727	1.7588
ENSG00000235131	1.86302	2.5067	2.22936	1.6146	0	1.86302	0.941668
ENSG00000227372	5.74623	5.89197	6.02948	5.80478	5.84389	5.99558	5.83784
ENSG00000162592	0	0.941668	0.594126	1.20508	0.941668	1.28727	1.38291
ENSG00000235169	2.96352	2.97657	1.97817	2.21574	2.0309	3.07114	4.10582
ENSG00000130764	6.36646	6.41809	6.45422	6.38463	6.19421	6.2945	6.03943
ENSG00000266075	1.44666	0.941668	2.32255	2.21574	1.35103	1.28727	1.38291
ENSG00000272153	2.96352	2.85809	3.22084	3.15194	3.05311	3.15194	3.07114
ENSG00000116198	6.31572	6.34755	6.38316	6.44208	6.17472	6.39738	6.24315
ENSG00000169598	4.27909	4.18175	4.13726	4.22946	4.54455	4.83006	5.03234
ENSG00000198912	5.42846	5.32723	5.08367	5.50909	5.27606	5.48178	5.44575
ENSG00000236423	2.80502	3.40826	2.89492	2.47482	2.58731	3.35148	2.87278
ENSG00000196581	3.08258	3.26596	3.97893	3.36896	4.55543	4.3002	5.03719
ENSG00000131697	6.40925	6.54564	6.68411	6.60036	6.12459	6.13942	5.92808
ENSG00000069424	5.64649	5.44521	5.84154	5.90121	7.06548	6.91739	7.27815
ENSG00000116254	2.98321	2.55902	2.64471	2.85809	2.22936	2.22936	1.7588
ENSG00000116251	6.75632	6.61767	6.58093	6.5384	6.50529	6.30607	6.37246
ENSG00000226944	1.24618	0.594126	1.12288	1.20508	0.941668	1.47854	1.38291
ENSG00000158286	4.93181	5.11127	5.16619	5.04974	5.23949	5.16475	4.92442
ENSG00000116237	7.03386	7.0833	6.96527	6.94966	6.7294	6.86665	6.95377
ENSG00000225077	1.24618	0.941668	0.099021	1.12288	0.594126	0.709973	2.28289
ENSG00000158292	6.16382	6.16963	6.33198	6.13609	5.58609	6.17005	5.37318
ENSG00000097021	5.26078	5.23746	5.47363	5.46217	5.25475	5.32985	4.90006
ENSG00000069812	5.88492	5.88973	6.20515	6.09639	5.54548	5.93878	1.8821
ENSG00000187017	5.82463	5.7445	6.42895	5.9151	4.49377	4.73209	2.31012
ENSG00000231868	2.64471	2.73215	3.31449	3.02205	0.594126	1.86302	0.883744
ENSG00000215788	6.24863	6.30583	6.86471	6.58296	6.42396	6.26915	5.23203
ENSG00000171680	7.58929	7.65083	8.18	7.84574	6.53123	6.83335	5.63138
ENSG00000162408	6.45269	6.46677	6.46041	6.51731	6.45044	6.41948	6.4478
ENSG00000253022	1.16398	0.941668	1.66669	1.28727	1.35103	0.709973	1.7588
ENSG00000229519	2.99689	3.22084	3.42544	3.15733	2.85076	3.11796	2.14158
ENSG00000173662	2.0309	1.6146	2.64471	2.37246	1.71476	2.61625	2.60639
ENSG00000204859	5.82547	6.04569	6.10058	6.01118	5.90652	6.08722	5.73951
ENSG00000162413	7.16928	7.42041	7.42379	7.33534	6.72713	6.96135	6.45422
ENSG00000116273	5.50856	5.76076	5.79705	5.76498	5.60129	5.5812	5.21751
ENSG00000041988	4.61585	4.90479	4.89822	4.88663	4.5659	5.0563	5.04974
ENSG00000007923	6.01677	6.08017	5.97859	6.05865	5.99173	5.96244	5.75435
ENSG00000237436	1.66669	1.38291	1.47854	1.28727	0.594126	1.66669	1.38291
ENSG00000171735	5.60129	5.56569	5.49701	5.75756	5.32559	5.17199	5.38672
ENSG00000227950	2.74804	2.12653	2.5067	2.56824	2.66259	2.6985	2.60639
ENSG00000270171	1.44666	0.594126	2.18708	1.28727	0.941668	0	0.883744
ENSG00000270035	1.66669	1.6146	1.16398	1.6146	0.594126	0.709973	0.883744
ENSG00000269978	1.44666	1.6146	0.941668	1.7588	1.58855	0	0.883744
ENSG00000049245	6.61264	6.71694	6.67697	6.65568	6.5248	6.48996	6.83099
ENSG00000269925	2.48625	2.5067	2.4518	2.65337	2.39632	2.60639	2.54916
ENSG00000049246	7.22497	7.03534	7.49953	7.26729	6.6082	6.09729	5.74906
ENSG00000236266	3.1952	2.92948	3.35148	3.5095	2.77364	2.0796	1.92319
ENSG00000049247	1.86302	0.941668	1.92319	0.594126	1.28727	0.709973	1.92319
ENSG00000049249	1.44666	1.38291	1.80285	2.66259	5.03054	4.50522	5.36182
ENSG00000116288	6.3463	6.59354	6.21664	6.14484	6.49191	6.35382	6.8058
ENSG00000200344	0	1.35103	1.53646	1.12288	0.941668	0	1.7588
ENSG00000116285	6.08461	6.10556	6.0643	6.25609	6.23622	5.85243	5.62972
ENSG00000162426	2.44037	2.61625	2.53773	2.48625	2.33498	2.5067	2.67076
ENSG00000142599	7.3941	7.56929	7.41881	7.31213	7.38994	7.51609	7.53336
ENSG00000232912	2.97049	3.62616	3.04031	2.4518	3.36482	3.3098	3.35148
ENSG00000221083	1.66669	1.38291	1.47854	0.198042	0.941668	1.38291	0.825821
ENSG00000270282	2.34641	2.32255	2.22936	1.7588	1.86302	2.12653	2.38489
ENSG00000234619	2.62683	1.84394	1.16398	1.7588	2.39632	2.8274	0.825821
ENSG00000224315	2.97049	2.78181	2.99689	2.87278	3.05311	2.40776	3.15194
ENSG00000222511	1.64065	0.941668	1.84394	1.12288	0.941668	1.53646	1.7588
ENSG00000226545	3.16252	2.87278	2.80502	2.68864	2.5067	2.39632	3.15733
ENSG00000228423	2.74804	3.15194	2.92948	2.97049	3.08258	3.08922	3.04031
ENSG00000074800	8.41774	8.61164	8.56838	8.60499	8.81243	8.60117	8.41774
ENSG00000274258	0.709973	0.594126	0.594126	1.7588	0.941668	1.35103	0.883744
ENSG00000236269	3.16252	2.78913	2.92948	3.47413	3.2764	3.29079	3.39973
ENSG00000230679	0.709973	1.31915	1.12288	1.12288	1.28727	0.709973	1.7588
ENSG00000131686	5.74319	5.65587	5.91202	6.07141	4.15951	2.44037	1.7588
ENSG00000142583	3.53973	3.51331	3.66991	3.33294	4.80838	5.43575	6.29292
ENSG00000180758	6.7205	6.87165	6.85178	6.87674	6.09471	6.33727	5.49457
ENSG00000228526	4.77865	4.7839	4.42533	4.42827	5.24204	5.16475	5.00147
ENSG00000234546	1.86302	1.38291	1.92319	1.7588	2.85076	2.58731	2.44037
ENSG00000281937	1.66669	0.941668	0.594126	0.594126	2.64471	2.44037	2.66259
ENSG00000049239	8.00432	8.06764	8.29764	8.22272	7.93817	7.85325	8.13012
ENSG00000171621	5.71749	5.78839	6.04068	5.91652	5.84915	6.07749	6.18206
ENSG00000171612	4.60425	4.7614	4.24077	4.19711	3.63994	3.61582	4.25555
ENSG00000231181	2.09465	2.62683	2.18708	2.32255	2.5067	2.5067	1.7588
ENSG00000188807	5.48178	5.46624	5.64649	5.70479	5.34908	5.53673	5.35703
ENSG00000171608	5.40594	5.46021	5.58989	5.57587	7.19272	7.14476	7.50498
ENSG00000179840	1.66669	1.86302	2.54916	2.0309	3.69901	4.14938	4.42378
ENSG00000233268	0.941668	0.941668	0.825821	0	2.63605	2.66259	3.74585
ENSG00000231789	2.21574	1.38291	1.47854	1.12288	3.22667	3.69293	4.34335
ENSG00000171603	7.92062	8.09103	8.01028	8.04675	7.66989	7.8731	7.36702
ENSG00000271264	2.44037	1.92319	1.47854	2.4518	1.28727	1.66669	1.7588
ENSG00000280113	2.11148	2.0796	2.49684	2.53773	1.6146	1.20508	0.941668
ENSG00000178585	7.35051	7.49233	7.7036	7.50717	6.33292	6.35092	5.35324
ENSG00000162441	5.82289	5.82202	5.76736	5.73864	5.43642	5.46021	5.50443
ENSG00000228150	1.66669	2.21574	2.18708	2.4518	1.92319	2.44037	2.66259
ENSG00000173614	4.79243	4.73209	4.79795	4.47038	4.62842	4.73444	4.78196
ENSG00000202415	2.32255	2.22936	2.60639	2.48625	1.92319	2.22936	2.92948
ENSG00000283611	2.48625	1.92319	2.18708	1.7588	2.22936	1.8821	2.37246
ENSG00000162444	3.78475	3.8799	3.8444	4.04205	3.46258	3.43372	5.20216
ENSG00000130939	7.31638	7.3242	7.34929	7.25989	7.15761	7.12439	6.7634
ENSG00000224340	2.32255	2.0796	1.92319	2.44037	1.47854	1.8821	1.92319
ENSG00000233623	3.12896	3.26127	3.15194	3.16252	2.8274	2.80502	2.64471
ENSG00000201746	1.6146	1.35103	0.594126	0.198042	1.35103	1.38291	1.7588
ENSG00000054523	7.72267	7.6971	7.78209	7.9706	7.44419	7.29761	7.1782
ENSG00000199562	0.883744	1.35103	0.099021	0.594126	1.35103	0	1.41478
ENSG00000142657	6.92784	7.14501	6.69586	6.64274	6.77325	6.82713	7.02608
ENSG00000175279	1.6146	1.96134	2.0309	1.7588	1.7588	1.44666	1.7588
ENSG00000241563	0.883744	0.594126	1.86302	1.28727	1.92319	1.44666	1.7588
ENSG00000160049	6.24697	6.26711	6.11357	6.17229	6.05901	6.14588	5.95025
ENSG00000142655	5.24808	5.54051	5.5226	5.36182	5.09613	5.33849	5.2656
ENSG00000243267	1.7588	1.35103	2.0309	0.198042	1.7588	1.44666	2.49684
ENSG00000130940	7.49104	7.49915	7.67425	7.62811	6.47824	6.65094	4.80405
ENSG00000272078	5.41824	5.38393	5.54835	5.41434	4.22397	4.40335	3.15194
ENSG00000175262	1.92319	1.96134	1.56251	2.12653	2.55902	3.43372	3.92913
ENSG00000120948	6.51817	6.27287	6.38624	6.45201	6.45791	6.31705	6.19421
ENSG00000009724	4.71527	4.83495	4.94466	4.96836	4.3987	4.19711	4.35825
ENSG00000271895	3.29079	3.13479	3.49063	3.4543	3.03423	3.05311	2.72349
ENSG00000116649	5.57103	5.61218	5.43254	5.50909	5.93328	6.58418	6.94438
ENSG00000171824	6.41321	6.26684	6.37886	6.57746	6.43799	6.2779	6.45663
ENSG00000226849	1.92319	2.66259	1.86302	1.7588	1.86302	1.90412	1.38291
ENSG00000230337	1.6146	0.594126	0.099021	1.53646	0.941668	1.20508	0.941668
ENSG00000198793	7.58865	7.77882	7.56672	7.54703	7.60226	7.58	7.35849
ENSG00000225602	2.74804	2.6985	2.62683	2.74804	2.32255	2.0309	2.5067
ENSG00000171819	5.44575	4.79998	5.43816	5.55148	4.60425	4.28273	3.86107
ENSG00000120942	5.92956	5.49457	5.54648	5.30597	5.44521	5.35864	5.77965
ENSG00000238199	1.7588	1.6146	1.28727	1.90412	1.97817	2.32255	2.09465
ENSG00000204624	1.6146	1.35103	1.53646	1.28727	1.28727	2.0309	1.97817
ENSG00000116661	4.43902	4.96642	4.87792	4.72555	3.4131	4.03762	3.03423
ENSG00000132879	5.66377	5.69118	5.8005	5.8292	5.4279	5.67033	5.23482
ENSG00000116663	4.28273	4.11618	4.2969	4.15564	4.4764	5.08367	5.32723
ENSG00000116670	4.83294	4.81548	5.03719	4.7839	5.16619	5.52364	5.77699
ENSG00000162490	2.18708	2.32255	2.33498	2.87278	4.26484	2.85809	3.62254
ENSG00000177674	6.18635	6.52231	5.86261	5.78567	5.83564	6.16107	6.10374
ENSG00000215910	0.396084	0.594126	0.941668	0.198042	0.594126	1.41478	2.39632
ENSG00000177000	6.85944	7.01283	6.98494	6.79412	6.75336	7.23946	6.63268
ENSG00000011021	6.13433	6.28244	6.22999	6.15866	6.10374	6.37738	5.92774
ENSG00000242349	2.09465	2.31012	2.33498	1.16398	1.6146	2.22936	1.38291
ENSG00000175206	2.18708	2.11148	1.92319	1.20508	2.34641	2.0309	1.80285
ENSG00000199347	4.12478	3.8444	3.15194	3.99809	4.59139	4.17742	6.12237
ENSG00000116685	5.98011	6.10374	6.10923	5.98637	5.67121	5.984	6.20258
ENSG00000083444	6.58418	6.91895	6.77325	6.65493	7.08122	7.41804	7.50045
ENSG00000116688	7.6971	7.9118	7.84067	7.67907	7.23975	7.37066	6.96496
ENSG00000116691	5.22384	5.31224	5.36182	5.12746	5.55044	5.84276	6.10686
ENSG00000120949	3.23652	2.48625	3.07114	2.64471	5.17127	4.68244	5.18572
ENSG00000028137	5.70256	5.41313	5.75611	5.70816	7.45386	7.43862	7.55138
ENSG00000263676	0.396084	0.594126	0	1.16398	0.594126	2.09465	0.883744
ENSG00000048707	8.93196	8.8709	8.98903	9.08007	8.58208	8.28179	8.01926
ENSG00000239149	0.396084	0.594126	1.66669	1.24618	1.28727	0.767897	1.38291
ENSG00000229484	0.941668	1.90412	1.56251	1.92319	1.6146	1.44666	2.39632
ENSG00000162496	6.15513	6.23239	6.06672	6.04438	5.78921	5.91237	6.33959
ENSG00000221340	0.65205	0.198042	0.941668	1.7588	1.28727	1.12288	1.38291
ENSG00000276830	0.65205	1.6146	0	1.16398	1.28727	0.767897	1.995
ENSG00000272482	1.6146	2.31012	1.66669	2.0309	1.38291	1.66669	2.48625
ENSG00000188984	7.12852	4.73903	5.79705	2.15841	5.11661	1.12288	0.883744
ENSG00000157330	2.77364	0.594126	0.941668	0.099021	1.38291	1.12288	0.941668
ENSG00000162494	2.20213	2.31012	2.21574	2.61625	0.594126	1.12288	1.38291
ENSG00000162493	4.80292	4.33978	4.63838	4.81548	7.11053	6.77936	7.29083
ENSG00000116731	7.05106	6.96631	6.97766	7.17624	7.31573	7.2295	7.32291
ENSG00000189337	6.21384	6.35064	6.40925	6.57468	5.85696	6.07203	4.66549
ENSG00000231606	1.92319	2.14158	1.47854	2.0309	3.29079	2.18708	1.7588
ENSG00000234593	5.09792	3.46258	2.58731	4.45553	3.77007	3.51331	2.0309
ENSG00000235829	1.92319	2.14158	1.71476	2.56824	2.35884	2.32255	1.7588
ENSG00000175147	3.9266	3.70202	3.55144	3.49063	3.05311	3.16791	3.22084
ENSG00000171729	4.79681	4.71404	5.04893	5.23203	5.10563	5.13349	5.51371
ENSG00000204464	3.26127	3.11796	3.34174	3.47804	3.30001	3.34174	3.78475
ENSG00000215720	2.4518	2.80502	2.90189	2.85809	2.11148	2.5067	3.4543
ENSG00000278480	0.941668	0.594126	1.28727	1.28727	0.594126	1.12288	1.38291
ENSG00000142621	3.35148	2.14158	2.95717	2.62683	4.67033	3.67636	4.2701
ENSG00000236045	0.941668	0.099021	1.28727	0.594126	1.41478	0.495105	1.7588
ENSG00000228140	1.41478	1.35103	1.92319	1.16398	1.6146	2.51728	1.86302
ENSG00000142634	6.09985	6.05644	6.22255	6.05049	7.15257	7.07009	7.00854
ENSG00000162438	0.941668	1.90412	0.767897	1.28727	1.38291	1.12288	0.941668
ENSG00000215704	0.941668	1.35103	1.47854	2.22936	1.84394	2.44037	1.7588
ENSG00000132906	4.37623	4.53884	4.2969	4.55947	4.95839	5.01866	5.18305
ENSG00000116138	6.43615	6.52624	6.22283	6.22999	6.10374	6.1815	6.22563
ENSG00000251866	0.709973	1.44666	0.198042	1.28727	1.38291	1.41478	0.941668
ENSG00000272510	1.41478	1.66669	1.28727	0.396084	1.28727	1.12288	1.44666
ENSG00000116771	2.32255	2.5067	2.11148	2.90853	3.77007	3.72731	4.15564
ENSG00000237301	1.6146	1.44666	1.86302	1.66669	2.60639	1.12288	1.7588
ENSG00000197312	7.44534	7.41305	7.28327	7.30692	7.04398	6.95016	6.77954
ENSG00000116786	6.87841	7.00658	7.09935	7.05751	7.13416	7.32226	7.2262
ENSG00000237938	4.14938	4.37775	3.79921	4.04413	4.08446	4.47038	4.35149
ENSG00000162461	3.81106	3.76712	4.04413	3.67335	3.96421	4.13293	4.04413
ENSG00000162458	6.02825	5.93664	6.01055	5.83821	6.42055	6.48323	6.79592
ENSG00000233954	2.52714	3.23652	2.34641	2.32255	1.86302	2.44037	2.90853
ENSG00000178715	2.11148	2.22936	2.41835	1.24618	1.38291	1.44666	1.44666
ENSG00000179743	4.32951	4.15951	4.29127	4.2969	4.03297	3.96421	4.06913
ENSG00000065526	7.84316	7.60551	7.70224	7.90107	7.7831	7.84731	7.71016
ENSG00000270620	0.941668	1.44666	1.71476	1.16398	2.11148	1.73678	1.44666
ENSG00000116809	5.89197	6.09868	6.04231	5.9972	6.17967	6.39281	5.67818
ENSG00000234607	2.31012	2.67076	2.72349	2.15841	2.48625	2.88094	2.58731
ENSG00000183888	3.49425	4.07546	3.43372	2.67076	0	0.495105	0.941668
ENSG00000173641	3.86898	4.68595	4.55803	4.67289	2.60639	3.86107	4.4376
ENSG00000186510	2.0309	3.07114	2.95052	3.67636	1.66669	1.12288	1.7588
ENSG00000185519	0.941668	1.35103	1.53646	1.16398	1.7588	0.495105	0.941668
ENSG00000142627	6.52527	6.63734	6.50616	6.68341	6.43349	6.87547	4.96836
ENSG00000227959	3.46661	3.16252	3.38202	3.69901	2.95717	3.47413	1.86302
